row_id,section,page_slug,provider_or_product,source_url,metric_key,metric_label,metric_value_text,value_numeric,value_min,value_max,unit,tier,source_type,verification_date,is_headline,confidence,figure_status,notes
protect-your-bubble-phone-insurance__cheapest-advertised-phone-premium,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,Cheapest advertised phone premium,"£5.99 a month (iPhone 17 256GB, with the 20% new-phone discount)",,,,,,own_review,2026-09-13,false,high,current,
protect-your-bubble-phone-insurance__claim-limits,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,Claim limits,Unlimited repairs; two replacements per item in any 12 months; two loss or theft claims per device per 12 months,,,,,,own_review,2026-09-13,false,high,current,
protect-your-bubble-phone-insurance__claims-accepted-july-to-december-2025,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,"Claims accepted, July to December 2025","96.7%, the company's own published figure",96.7,,,,,own_review,2026-09-13,false,high,current,
protect-your-bubble-phone-insurance__excess-range,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,Excess range,"£50 to £150 per approved claim, set by device and by claim type",,,,,,own_review,2026-09-13,false,high,current,
protect-your-bubble-phone-insurance__fos-cases-1-july-2025-to-31-march-2026,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,"FOS cases, 1 July 2025 to 31 March 2026","402 new cases against Assurant General Insurance Limited, all general insurance",402,,,,,own_review,2026-09-13,false,high,current,
protect-your-bubble-phone-insurance__loss-cover,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,Loss cover,"Not included — £1.50 per item per month, and not sold at all on laptops, MacBooks, desktop PCs or monitors",1.50,,,GBP,,own_review,2026-09-13,false,high,current,
protect-your-bubble-phone-insurance__registered-office,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,Registered office,"Emerald Buildings, Westmere Drive, Crewe, Cheshire CW1 6UN",,,,,,own_review,2026-09-13,false,high,current,
protect-your-bubble-phone-insurance__sold-and-underwritten-by,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,Sold and underwritten by,"Assurant General Insurance Limited, company 02341082, FRN 202735 — Protect Your Bubble is its trading name",,,,,,own_review,2026-09-13,false,high,current,
protect-your-bubble-phone-insurance__three-gadgets-on-one-policy,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,Three gadgets on one policy,"£16.99 a month, then £2.50 a month for each further item, up to 10",,,,,,own_review,2026-09-13,false,high,current,
protect-your-bubble-phone-insurance__unauthorised-network-charges,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,Unauthorised network charges,"Up to £10,000, running from discovery plus 24 hours",,,,,,own_review,2026-09-13,false,high,current,
row-co-uk-phone-insurance__accessories-limit,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Accessories limit,£100 per claim,100,,,GBP,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__additional-excess,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Additional excess,"£30 more for each of loss or theft, an international claim, and a claim in the first three months",30,,,GBP,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__administrator-and-brand,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Administrator and brand,"BIG Warranties Limited (company 07002567), FRN 798998, Poole",,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__cancellation,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Cancellation,14-day statutory right; annual policies refunded pro rata less a £30 administration charge; no refund once a claim is made,,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__cheapest-phone-premium,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Cheapest phone premium,"£1.49 a month, or £1.41 a month paid annually",,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__claims-allowed,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Claims allowed,Unlimited accidental damage and breakdown; one theft or loss claim per policy year,,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__exclusion-period,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Exclusion period,No claim paid in the first 14 days of the policy,14,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__independent-rating,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Independent rating,"Smart Money People 4.51 out of 5 from 247 reviews, last reviewed 31 March 2019",,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__insurer-carrying-the-risk,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Insurer carrying the risk,"Collinson Insurance, a trading name of Astrenska Insurance Limited (company 01708613), FRN 202846",,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__maximum-device-age-at-inception,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Maximum device age at inception,Under 12 months old at the date of application,12,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__multi-gadget-discount,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Multi-gadget discount,"5% per extra device, up to 15% off (20% on an annual plan)",,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__replacement-basis,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Replacement basis,New or reconditioned units,,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__standard-excess,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Standard excess,"£40 if the gadget is covered for £200 or less, £75 above that, £80 for a laptop",,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__time-abroad,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Time abroad,Up to 90 days outside the UK in any one year,90,,,,,own_review,2026-09-03,false,high,current,
row-co-uk-phone-insurance__unauthorised-calls,Phone Insurance,row-co-uk-phone-insurance,Row.co.uk Phone Insurance Review,https://compare100.com/row-co-uk-phone-insurance/,,Unauthorised calls,"Up to £1,000 including VAT, for 48 hours after a valid theft claim",,,,,,own_review,2026-09-03,false,high,current,
home-emergency-assist-plumbing-insurance__boiler-age-limit,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Boiler age limit,"15 years, or 238,000 Btu (70kW) net input",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__claims-line,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Claims line,"03330 034 999, 24 hours a day, 365 days a year — report within 48 hours",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__essentials-claim-limits,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Essentials claim limits,"£1,000 a claim, £3,000 a year",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__excess,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Excess,"£0, £60 or £95 by choice, plus a compulsory £60 in the first 90 days and on boilers over 10 years",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__fees-outside-the-premium,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Fees outside the premium,"£35 arrangement fee, and £35 again to cancel after the 14-day cooling-off period",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__home-emergency-cover-monthly-price,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,"Home emergency cover, monthly price","£9.78 a month for Complete cover — £1,000 a claim, £3,000 a year, excess £0, £60 or £95",,,,,,own_review,2026-09-19,true,high,current,
home-emergency-assist-plumbing-insurance__sold-by,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Sold by,"Home Emergency Assist Limited, company 08279496, Poole — an appointed representative of Insure Group Limited (FRN 584710)",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__supercharged-claim-limits,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Supercharged claim limits,"£5,000 a claim, no annual cap, £12.23 a month",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__underwritten-by,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Underwritten by,"Astrenska Insurance Limited, trading as Collinson Insurance (FRN 202846), through Novus Underwriting",202846,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__waiting-periods,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Waiting periods,"14 days on most sections, 6 months on the boiler replacement contribution",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__who-can-buy,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Who can buy,"Owner-occupiers only, UK main residence — no let property, holiday homes or park homes",,,,,,own_review,2026-09-19,false,high,current,
homeserve-plumbing-insurance__claim-limit,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,Claim limit,"£4,000 per claim, unlimited number of claims",4000,,,GBP,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__complaints-first-half-of-2026,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,"Complaints, first half of 2026","2,264 opened, 3.05 per 1,000 policies, 22% upheld",,,,,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__complaints-line,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,Complaints line,"0330 0247 999, eight weeks before the Ombudsman",,,,,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__excess,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,Excess,£30 for each separate problem registered,30,,,GBP,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__exclusion-period,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,Exclusion period,28 days from the start of the policy,28,,,,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__plumbing-and-drainage-cover-monthly-price,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,"Plumbing and drainage cover, monthly price","50p a month in year one, then £16.45 a month — £30 excess per claim",,,,,,own_review,2026-09-14,true,high,current,
